timestamp,task_id,task_name,episode_idx,policy_step,chunk_id,chunk_start_frame,chunk_end_frame,selected_frame,selected_frame_local_offset,valid_count,gate_score,pool_attention_selected
2026-06-26T16:50:49.127684+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,0,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.127728+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,0,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.127770+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,0,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.127812+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,0,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.127858+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,0,15,-1,-1,-1,-1,0,0.49216991662979126,nan
2026-06-26T16:50:49.255765+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:49.255979+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:49.256042+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:49.256092+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,3,-1,-1,-1,-1,0,0.490300714969635,nan
2026-06-26T16:50:49.256138+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,4,-1,-1,-1,-1,0,0.4904569685459137,nan
2026-06-26T16:50:49.256183+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,5,-1,-1,-1,-1,0,0.49061304330825806,nan
2026-06-26T16:50:49.256226+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,6,-1,-1,-1,-1,0,0.4907691478729248,nan
2026-06-26T16:50:49.256269+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,7,-1,-1,-1,-1,0,0.4909251034259796,nan
2026-06-26T16:50:49.256310+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,8,-1,-1,-1,-1,0,0.49108096957206726,nan
2026-06-26T16:50:49.256351+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,9,-1,-1,-1,-1,0,0.4912368357181549,nan
2026-06-26T16:50:49.256392+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,10,-1,-1,-1,-1,0,0.4913925230503082,nan
2026-06-26T16:50:49.256433+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.256473+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.256523+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.256565+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.256607+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,15,-1,-1,-1,-1,0,0.49216991662979126,nan
2026-06-26T16:50:49.358549+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:49.358775+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:49.358841+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:49.358892+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,3,-1,-1,-1,-1,0,0.490300714969635,nan
2026-06-26T16:50:49.358940+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,4,-1,-1,-1,-1,0,0.4904569685459137,nan
2026-06-26T16:50:49.358985+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,5,-1,-1,-1,-1,0,0.49061304330825806,nan
2026-06-26T16:50:49.359030+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,6,-1,-1,-1,-1,0,0.4907691478729248,nan
2026-06-26T16:50:49.359074+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,7,-1,-1,-1,-1,0,0.4909251034259796,nan
2026-06-26T16:50:49.359117+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,8,-1,-1,-1,-1,0,0.49108096957206726,nan
2026-06-26T16:50:49.359160+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,9,-1,-1,-1,-1,0,0.4912368357181549,nan
2026-06-26T16:50:49.359203+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,10,-1,-1,-1,-1,0,0.4913925230503082,nan
2026-06-26T16:50:49.359246+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.359289+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.359332+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.359374+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.359415+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,2,15,-1,-1,-1,-1,0,0.49216991662979126,nan
2026-06-26T16:50:49.461796+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:49.461996+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:49.462060+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:49.462109+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,3,-1,-1,-1,-1,0,0.490300714969635,nan
2026-06-26T16:50:49.462153+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,4,-1,-1,-1,-1,0,0.4904569685459137,nan
2026-06-26T16:50:49.462196+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,5,-1,-1,-1,-1,0,0.49061304330825806,nan
2026-06-26T16:50:49.462238+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,6,-1,-1,-1,-1,0,0.4907691478729248,nan
2026-06-26T16:50:49.462280+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,7,-1,-1,-1,-1,0,0.4909251034259796,nan
2026-06-26T16:50:49.462321+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,8,-1,-1,-1,-1,0,0.49108096957206726,nan
2026-06-26T16:50:49.462364+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,9,-1,-1,-1,-1,0,0.4912368357181549,nan
2026-06-26T16:50:49.462413+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,10,-1,-1,-1,-1,0,0.4913925230503082,nan
2026-06-26T16:50:49.462456+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.462503+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.462548+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.462592+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.462634+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,3,15,-1,-1,-1,-1,0,0.49216991662979126,nan
2026-06-26T16:50:49.562304+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:49.562526+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:49.562593+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:49.562642+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,3,-1,-1,-1,-1,0,0.490300714969635,nan
2026-06-26T16:50:49.562688+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,4,-1,-1,-1,-1,0,0.4904569685459137,nan
2026-06-26T16:50:49.562730+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,5,-1,-1,-1,-1,0,0.49061304330825806,nan
2026-06-26T16:50:49.562773+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,6,-1,-1,-1,-1,0,0.4907691478729248,nan
2026-06-26T16:50:49.562816+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,7,-1,-1,-1,-1,0,0.4909251034259796,nan
2026-06-26T16:50:49.562861+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,8,-1,-1,-1,-1,0,0.49108096957206726,nan
2026-06-26T16:50:49.562905+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,9,-1,-1,-1,-1,0,0.4912368357181549,nan
2026-06-26T16:50:49.562949+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,10,-1,-1,-1,-1,0,0.4913925230503082,nan
2026-06-26T16:50:49.562992+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.563033+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.563075+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.563116+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.563157+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,4,15,-1,-1,-1,-1,0,0.49216991662979126,nan
2026-06-26T16:50:49.662604+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:49.662819+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:49.662881+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:49.662929+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,3,-1,-1,-1,-1,0,0.490300714969635,nan
2026-06-26T16:50:49.662973+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,4,-1,-1,-1,-1,0,0.4904569685459137,nan
2026-06-26T16:50:49.663016+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,5,-1,-1,-1,-1,0,0.49061304330825806,nan
2026-06-26T16:50:49.663059+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,6,-1,-1,-1,-1,0,0.4907691478729248,nan
2026-06-26T16:50:49.663110+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,7,-1,-1,-1,-1,0,0.4909251034259796,nan
2026-06-26T16:50:49.663154+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,8,-1,-1,-1,-1,0,0.49108096957206726,nan
2026-06-26T16:50:49.663197+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,9,-1,-1,-1,-1,0,0.4912368357181549,nan
2026-06-26T16:50:49.663239+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,10,-1,-1,-1,-1,0,0.4913925230503082,nan
2026-06-26T16:50:49.663280+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.663322+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.663364+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.663405+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.663447+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,5,15,-1,-1,-1,-1,0,0.49216991662979126,nan
2026-06-26T16:50:49.766927+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:49.767140+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:49.767205+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:49.767256+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,3,-1,-1,-1,-1,0,0.490300714969635,nan
2026-06-26T16:50:49.767303+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,4,-1,-1,-1,-1,0,0.4904569685459137,nan
2026-06-26T16:50:49.767346+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,5,-1,-1,-1,-1,0,0.49061304330825806,nan
2026-06-26T16:50:49.767388+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,6,-1,-1,-1,-1,0,0.4907691478729248,nan
2026-06-26T16:50:49.767432+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,7,-1,-1,-1,-1,0,0.4909251034259796,nan
2026-06-26T16:50:49.767474+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,8,-1,-1,-1,-1,0,0.49108096957206726,nan
2026-06-26T16:50:49.767516+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,9,-1,-1,-1,-1,0,0.4912368357181549,nan
2026-06-26T16:50:49.767558+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,10,-1,-1,-1,-1,0,0.4913925230503082,nan
2026-06-26T16:50:49.767599+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.767640+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.767681+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.767722+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.767763+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,6,15,-1,-1,-1,-1,0,0.49216991662979126,nan
2026-06-26T16:50:49.865774+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:49.865988+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:49.866052+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:49.866102+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,3,-1,-1,-1,-1,0,0.490300714969635,nan
2026-06-26T16:50:49.866146+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,4,-1,-1,-1,-1,0,0.4904569685459137,nan
2026-06-26T16:50:49.866198+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,5,-1,-1,-1,-1,0,0.49061304330825806,nan
2026-06-26T16:50:49.866245+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,6,-1,-1,-1,-1,0,0.4907691478729248,nan
2026-06-26T16:50:49.866288+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,7,-1,-1,-1,-1,0,0.4909251034259796,nan
2026-06-26T16:50:49.866332+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,8,-1,-1,-1,-1,0,0.49108096957206726,nan
2026-06-26T16:50:49.866376+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,9,-1,-1,-1,-1,0,0.4912368357181549,nan
2026-06-26T16:50:49.866418+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,10,-1,-1,-1,-1,0,0.4913925230503082,nan
2026-06-26T16:50:49.866460+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.866508+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.866550+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.866591+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.866631+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,7,15,-1,-1,-1,-1,0,0.49216991662979126,nan
2026-06-26T16:50:49.963653+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:49.963862+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:49.963925+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:49.963975+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,3,-1,-1,-1,-1,0,0.490300714969635,nan
2026-06-26T16:50:49.964020+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,4,-1,-1,-1,-1,0,0.4904569685459137,nan
2026-06-26T16:50:49.964064+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,5,-1,-1,-1,-1,0,0.49061304330825806,nan
2026-06-26T16:50:49.964108+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,6,-1,-1,-1,-1,0,0.4907691478729248,nan
2026-06-26T16:50:49.964150+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,7,-1,-1,-1,-1,0,0.4909251034259796,nan
2026-06-26T16:50:49.964195+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,8,-1,-1,-1,-1,0,0.49108096957206726,nan
2026-06-26T16:50:49.964239+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,9,-1,-1,-1,-1,0,0.4912368357181549,nan
2026-06-26T16:50:49.964281+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,10,-1,-1,-1,-1,0,0.4913925230503082,nan
2026-06-26T16:50:49.964322+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,11,-1,-1,-1,-1,0,0.49154818058013916,nan
2026-06-26T16:50:49.964364+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,12,-1,-1,-1,-1,0,0.4917037785053253,nan
2026-06-26T16:50:49.964405+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,13,-1,-1,-1,-1,0,0.49185922741889954,nan
2026-06-26T16:50:49.964447+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,14,-1,-1,-1,-1,0,0.492014616727829,nan
2026-06-26T16:50:49.964545+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,8,15,0,0,0,3,1,7.259253834490664e-06,1.0
2026-06-26T16:50:50.061723+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,9,0,-1,-1,-1,-1,0,0.4898315966129303,nan
2026-06-26T16:50:50.061931+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,9,1,-1,-1,-1,-1,0,0.4899880290031433,nan
2026-06-26T16:50:50.062004+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,9,2,-1,-1,-1,-1,0,0.49014443159103394,nan
2026-06-26T16:50:50.062057+00:00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,9,3,-1,-1,-1,-1,0,0.490300714969635,nan
